CSD,BOROUGH,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE,SCHOOLWIDE PUPIL-TEACHER RATIO,padded_csd,DBN
2,M,M586,Harvey Milk High School,09-12,GEN ED,MATH,Geometry,-,16.0,1.0,16.0,16.0,16.0,STARS,,2,02M586
2,M,M586,Harvey Milk High School,09-12,GEN ED,SCIENCE,Living Environment,-,14.0,1.0,14.0,14.0,14.0,STARS,,2,02M586
2,M,M586,Harvey Milk High School,09-12,GEN ED,SCIENCE,Other Science,-,10.0,1.0,10.0,10.0,10.0,STARS,,2,02M586
2,M,M586,Harvey Milk High School,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,16.0,1.0,16.0,16.0,16.0,STARS,,2,02M586
2,M,M586,Harvey Milk High School,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,11.0,1.0,11.0,11.0,11.0,STARS,,2,02M586
2,M,M586,Harvey Milk High School,09-12,CTT,ENGLISH,English 11,-,16.0,1.0,16.0,16.0,16.0,STARS,,2,02M586
2,M,M586,Harvey Milk High School,09-12,CTT,ENGLISH,Other English,-,29.0,2.0,14.5,13.0,16.0,STARS,,2,02M586
2,M,M586,Harvey Milk High School,09-12,CTT,MATH,Integrated Algebra,-,12.0,1.0,12.0,12.0,12.0,STARS,,2,02M586
2,M,M586,Harvey Milk High School,09-12,CTT,SCIENCE,Living Environment,-,29.0,2.0,14.5,13.0,16.0,STARS,,2,02M586
2,M,M586,Harvey Milk High School,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,11.0,1.0,11.0,11.0,11.0,STARS,,2,02M586
2,M,M586,Harvey Milk High School,09-12,CTT,SOCIAL STUDIES,US History & Government,-,18.0,1.0,18.0,18.0,18.0,STARS,,2,02M586
2,M,M586,Harvey Milk High School,09-12,CTT,SOCIAL STUDIES,Economics,-,17.0,1.0,17.0,17.0,17.0,STARS,,2,02M586
2,M,M586,Harvey Milk High School,,,,,,,,,,,,8.9,2,02M586
2,M,M600,The High School of Fashion Industries,09-12,GEN ED,ENGLISH,English 9,-,384.0,12.0,32.0,30.0,34.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,GEN ED,ENGLISH,English 10,-,360.0,11.0,32.7,30.0,34.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,GEN ED,ENGLISH,English 11,-,380.0,14.0,27.1,24.0,32.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,GEN ED,ENGLISH,English 12,-,335.0,10.0,33.5,33.0,34.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,GEN ED,MATH,Integrated Algebra,-,669.0,26.0,25.7,18.0,28.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,GEN ED,MATH,Geometry,-,319.0,10.0,31.9,30.0,33.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,GEN ED,MATH,Trigonometry,-,75.0,3.0,25.0,19.0,29.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,GEN ED,SCIENCE,Earth Science,-,303.0,9.0,33.7,33.0,34.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,GEN ED,SCIENCE,Living Environment,-,349.0,11.0,31.7,23.0,34.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,GEN ED,SCIENCE,Other Science,-,340.0,10.0,34.0,31.0,38.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,1039.0,32.0,32.5,27.0,34.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,358.0,13.0,27.5,25.0,29.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,CTT,ENGLISH,English 9,-,17.0,1.0,17.0,17.0,17.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,CTT,ENGLISH,English 10,-,34.0,1.0,34.0,34.0,34.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,CTT,ENGLISH,English 11,-,29.0,1.0,29.0,29.0,29.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,CTT,ENGLISH,English 12,-,32.0,1.0,32.0,32.0,32.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,CTT,MATH,Integrated Algebra,-,131.0,5.0,26.2,20.0,28.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,CTT,SCIENCE,Living Environment,-,155.0,5.0,31.0,24.0,34.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,CTT,SCIENCE,Other Science,-,33.0,1.0,33.0,33.0,33.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,285.0,9.0,31.7,28.0,34.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,CTT,SOCIAL STUDIES,US History & Government,-,58.0,2.0,29.0,29.0,29.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,SPEC ED,ENGLISH,English 10,-,13.0,1.0,13.0,13.0,13.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,SPEC ED,ENGLISH,English 12,-,17.0,1.0,17.0,17.0,17.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,SPEC ED,MATH,Integrated Algebra,-,15.0,1.0,15.0,15.0,15.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,SPEC ED,SCIENCE,Other Science,-,12.0,1.0,12.0,12.0,12.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,16.0,1.0,16.0,16.0,16.0,STARS,,2,02M600
2,M,M600,The High School of Fashion Industries,,,,,,,,,,,,19.1,2,02M600
2,M,M605,Humanities Preparatory Academy,09-12,GEN ED,ENGLISH,Other English,-,173.0,7.0,24.7,22.0,29.0,STARS,,2,02M605
2,M,M605,Humanities Preparatory Academy,09-12,GEN ED,MATH,Integrated Algebra,-,65.0,3.0,21.7,19.0,23.0,STARS,,2,02M605
2,M,M605,Humanities Preparatory Academy,09-12,GEN ED,MATH,Geometry,-,53.0,2.0,26.5,26.0,27.0,STARS,,2,02M605
2,M,M605,Humanities Preparatory Academy,09-12,GEN ED,SCIENCE,Chemistry,-,63.0,3.0,21.0,20.0,22.0,STARS,,2,02M605
